sid,sentence,label
911,"Much of the controversy surrounding affirmative action is about whether strict scrutiny should be applied to these cases .
",0
912,"The length of the Milankovitch cycles ranges between 19,000 and 100,000 years .
",0
913," Growth rates are frequently encountered in real world economics .
",0
914," The student is reprimanded frequently by teachers and school staff , and soon enough , he develops a reputation as a “ troublemaker . ”
",0
915," Efforts to control population growth led to the one - child policy in China , which used to include more severe consequences , but now imposes fines on urban couples who have more than one child .
",0
916," There are two major systems of units used in the world : SI units ( also known as the metric system ) and English units ( also known as the customary or imperial system ) .
",0
917,"These judgments and expectations can lead to ageism , or prejudice and discrimination toward individuals based solely on their age .
",1
918,"The surrounding tissues of the ovary thicken , developing into a fruit that will protect the seed and often ensure its dispersal over a wide geographic range .
",0
919," For $ 15 million — a bargain price , considering the amount of land involved — the United States doubled in size .
",0
920,"As the stapes presses into the oval window , the fluid inside the cochlea begins to move , which in turn stimulates hair cells , which are auditory receptor cells of the inner ear embedded in the basilar membrane .
",1
921,"As shown in [ link ] , the direction of magnetic field lines is defined to be the direction in which the north end of a compass needle points .
",1
922,"This is especially true among the young .
",0
923," Atoms , molecules , and fundamental electron and proton charges are all examples of physical entities that are quantized — that is , they appear only in certain discrete values and do not have every conceivable value .
",1
924,"In effect , the standardized employment deficit eliminates the impact of the automatic stabilizers .
",0
925,"http://newsfeed.time.com/2012/11/08/mitt-romneys-transition-website-where-president-elect-romney ( February 17 , 2016 ) .
",0
926,"A fourth quark flavor called charm ( c ) was proposed as the counterpart of the strange quark to make things symmetric — there would be two normal quarks ( u and d ) and two exotic quarks ( s and c ) .
",1
927," The Age Discrimination in Employment Act of 1967 prohibited discrimination on the basis of age against individuals who are 40 years of age or older .
",1
928,"Matter is any substance that occupies space and has mass .
",1
929,"It ’s a way of seeing our own and other people ’s behavior in relationship to history and social structure ( 1959 ) .
",0
930," An intermediary is one who stands between two other parties ; for example , a person who arranges a blind date between two other people is one kind of intermediary .
",1
931,"This occurs when one species is taken inside the cytoplasm of another species , which ultimately results in a genome consisting of genes from both the endosymbiont and the host .
",1
932,"A pair of nephridia is present on each segment of the earthworm .
",0
933," 2007 .
",0
934," For all of these reasons , pure culture is not always the best way to study microorganisms .
",0
935,"Stated in modern language , Newton ’s universal law of gravitation states that every particle in the universe attracts every other particle with a force along a line joining them .
",1
936,"As a result , the student starts acting out even more and breaking more rules ; he has adopted the “ troublemaker ” label and embraced this deviant identity .
",0
937,"It also called for more lenient divorce laws and an end to sex discrimination in employment .
",0
938," Three nuclei position themselves on the end of the embryo sac opposite the micropyle and develop into the antipodal cells , which later degenerate .
",0
939," A similar pattern often operates within businesses .
",0
940,"https://www.opm.gov/policy-data-oversight/data-analysis-documentation/federal-employment-reports/historical-tables/total-government-employment-since-1962 ( May 15 , 2016 ) .
",0
941,"Genomic responses to drugs can be studied using experimental animals ( such as laboratory rats or mice ) or live cells in the laboratory before embarking on studies with humans .
",0
942,"Several attempts by France to construct a canal between 1881 and 1894 failed due to a combination of financial crises and health hazards , including malaria and yellow fever , which led to the deaths of thousands of French workers .
",0
943,"For example , a four - year - old child who resents the arrival of a newborn sibling may act like a baby and revert to drinking out of a bottle .
",0
944,"Deuterostomes differ in that their coelom forms through a process called enterocoely .
",0
945," If you look around carefully , you will see that scarcity is a fact of life .
",0
946,"Torpor can be used by animals for long periods , such as entering a state of hibernation during the winter months , in which case it enables them to maintain a reduced body temperature .
",0
947," The newspaper ’s effect was thus diminished through conversation .
",0
948,"Cambridge , MA : Harvard University Press , 223 .
",0
949,"He described his philosophy in a series of books called The Course in Positive Philosophy ( 1830–1842 ) and A General View of Positivism ( 1848 ) .
",0
950,"Like dominos toppling one another , entire regions would eventually be controlled by the Soviets .
",0
951,"The court struck down three of the four central provisions of the Arizona law — namely , those allowing police officers to arrest an undocumented immigrant without a warrant if they had probable cause to think he or she had committed a crime that could lead to deportation , making it a crime to seek a job without proper immigration papers , and making it a crime to be in Arizona without valid immigration papers .
",0
952,"The fight for women ’s rights did not die , however .
",0
953," The current relationship between the U.S. government and Native American tribes was established by the Indian Self - Determination and Education Assistance Act of 1975 .
",1
954,The value chain describes how a good is produced in stages .,1
955,"Imagine that a woman with a cleft chin mates with a man with a smooth chin .
",0
956," Depersonalization is defined as feelings of “ unreality or detachment from , or unfamiliarity with , one ’s whole self or from aspects of the self ” ( APA , 2013 , p. 302 ) .
",1
957," Each year , the nonpartisan Congressional Budget Office ( CBO ) calculates the standardized employment budget — that is , what the budget deficit or surplus would be if the economy were producing at potential GDP , where people who look for work were finding jobs in a reasonable period of time and businesses were making normal profits , with the result that both workers and businesses would be earning more and paying more taxes .
",1
958,"Art Connection
",0
959,"In the present discussion , we take these to be the allowed energy levels of the electron .
",0
960,"The government rules on advertising , enforced by the Federal Trade Commission ( FTC ) , allow advertising to contain a certain amount of exaggeration about the general delight of using a product .
",0
961," Computer software is used to analyze the vast amount of data generated for proteomic analysis .
",0
962,"He presented a social - cognitive theory of personality that emphasizes both learning and cognition as sources of individual differences in personality .
",0
963,"The Inca had no system of writing , however .
",0
964,"Resistance movements seek to prevent or undo change to the social structure .
",0
965,"In describing how consumers and producers interact in a market economy , Smith wrote :
",0
966," Specialization in the world economy can be very finely split .
",0
967," Enterprise : The Dynamic Economy of a Free People .
",0
968,"Federalists , who were largely responsible for drafting and ratifying the U.S. Constitution , generally favored the idea of a stronger , more centralized republic that had greater control over regulating the economy . Larry Sabato and Howard R. Ernst .
",1
969,"Congressman Ron Paul ( R - TX ) and his son Senator Rand Paul ( R - KY ) were both isolationist candidates for the presidency ( in 2008 and 2016 , respectively ) ; both thought the United States should retreat from foreign entanglements , spend far less on military and foreign policy , and focus more on domestic issues .
",0
970,"As of 2015 , nineteen states and the District of Columbia no longer apply the death penalty in new cases , and several other states do not carry out executions despite sentencing people to death . See , for example , “ States With and Without the Death Penalty , ” Death Penalty Information Center , http://www.deathpenaltyinfo.org/states-and-without-death-penalty ( March 4 , 2016 ) .
",0
971,"Under totalitarianism , the government is more important than the citizens , and it controls all aspects of citizens ’ lives .
",1
972,"For an individual family , this safety net makes the difference between eating and starving ; for an entire economy , it could prevent an economic recession from sliding into a broader and more damaging depression .
",0
973," A number of laws passed in the decades between the end of the Second World War and the late 1970s have created a framework through which citizens can exercise their own bureaucratic oversight .
",0
974,"Adam Smith , writing in The Wealth of Nations , christened this property the invisible hand .
",0
975,"Pathogens include bacteria , protists , fungi and other infectious organisms .
",1
976,"Chattel slavery , the form of slavery once practiced in the American South , occurs when one person owns another as property .
",1
977," As George Washington ’s secretary of the treasury from 1789 to 1795 , Alexander Hamilton championed legislative efforts to create a publicly chartered bank .
",0
978," After this time , the forces become distinct in almost all interactions — they are no longer unified or symmetric .
",0
979," One person can be associated with a multitude of roles and statuses .
",0
980,"At first , the Pueblo adopted the parts of Catholicism that dovetailed with their own long - standing view of the world .
",0
981," By fostering a sense of loyalty , a party can insulate itself from changes in the system and improve its odds of winning elections .
",0
982," Cognitive theories of depression take the view that depression is triggered by negative thoughts , interpretations , self - evaluations , and expectations ( Joormann , 2009 ) .
",0
983," Through social interactions with parents and others in a child ’s environment , the ego and superego develop to help control the i d .
",0
984,"We will begin with how we measure inequality , and then consider the explanations for growing inequality in the United States .
",0
985,"Within these systems of norms , societies have legal codes that maintain formal social control through laws , which are rules adopted and enforced by a political authority .
",0
986," Earthworms ( annelids ) have slightly more evolved excretory structures called nephridia , illustrated in [ link ] b .
",0
987," Electric generators induce an emf by rotating a coil in a magnetic field , as briefly discussed in Induced Emf and Magnetic Flux .
",1
988," “ Property Taxes : The Bad , the Good , and the Ugly , ” Texas A&M University - Real Estate Center , TR 2037 .
",0
989,"Intermediates of dsRNA , called replicative intermediates , are made in the process of copying the genomic RNA .
",1
990," These fishes can feed on coral , the cryptofauna ( invertebrates found within the calcium carbonate substrate of the coral reefs ) , or the seaweed and algae that are associated with the coral .
",1
991,"The third whorl contains the male reproductive structures and is known as the androecium .
",1
992," People who opposed the law and understood that a congressional repeal would not happen any time soon looked to the courts for help .
",0
993,"The points of sugar delivery , such as roots , young shoots , and developing seeds , are called sinks .
",1
994,"This growth came as a result of what Johnson called his Great Society program , intended to use the power of government to relieve suffering and accomplish social good .
",1
995,"When you insert the value for Japan , you need to use a yen / dollar exchange rate .
",0
996," The British government had recognized its duty to protect the lives , liberties , and property of English citizens long before the settling of its North American colonies .
",0
997," An ideal radiator is one that has an emissivity of 1 at all wavelengths and , thus , is jet black .
",1
998,"In planning for the long run , the firm will compare alternative production technologies ( or processes ) .
",0
999," An example of a monocular cue would be what is known as linear perspective .
",0
1000,"In each chromosome , sequences of DNA make up genes that control or partially control a number of visible characteristics , known as traits , such as eye color , hair color , and so on .
",1
1001,"“ Percentage of Americans with College Degrees Rises , Paying for Degrees Tops Financial Challenges , ” http://www.pbs.org/newshour/rundown/percentage-americans-college-degrees-rises-paying-degrees-tops-financial-challenges/ .
",0
1002," PRRs are molecules on macrophages and dendritic cells which are in contact with the external environment .
",1
1003," Living things are highly organized and structured , following a hierarchy that can be examined on a scale from small to large .
",0
1004," In hindsight , we recognize that the laws that deemed many of their actions crimes — for instance , Rosa Parks taking a seat in the “ whites only ” section of the bus — were inconsistent with social equality .
",0
1005,"A. L. A. Schechter Poultry Corp. v. United States , 295 U.S. 495 ( 1935 ) .
",0
1006,"Finally , within the Executive Office of the President , another important foreign policy official is the director of the president ’s Office of Management and Budget ( OMB ) .
",0
1007," Many of these tools were originally designed to study human populations .
",0
1008,"Not only did women adopt their husbands ’ names , but all personal property they owned legally became their husbands ’ property .
",0
1009,"Like bacteria , fungi play an essential role in ecosystems because they are decomposers and participate in the cycling of nutrients by breaking down organic materials to simple molecules .
",0
1010,"Dried peat moss , Sphagnum , is commonly used as fuel in some parts of Europe and is considered a renewable resource .
",0
1011,"From the example above , only the value of the Ford truck will be counted .
",0
1012,"In the 1960s , American biologist Lynn Margulis developed endosymbiotic theory , which states that eukaryotes may have been a product of one cell engulfing another , one living within another , and evolving over time until the separate cells were no longer recognizable as such .
",1
1013,"In this treatise , Ricardo argued that specialization and free trade benefit all trading partners , even those that may be relatively inefficient .
",1
1014," Pollen and seed were innovative structures that allowed seed plants to break their dependence on water for reproduction and development of the embryo , and to conquer dry land .
",1
1015," The national economies that make up the global economy are remarkably diverse .
",0
1016,"That rule in nuclear physics is just one consequence of the conservation of the total baryon number .
",0
1017," The U.S. insurance industry is primarily regulated at the state level ; indeed , since 1871 there has been a National Association of Insurance Commissioners that brings together these state regulators to exchange information and strategies .
",1
1018," A prokaryote is a simple , mostly single - celled ( unicellular ) organism that lacks a nucleus , or any other membrane - bound organelle .
",1
1019," This model also allows for the population of a negative population growth , or a population decline .
",0
1020,"Each of these organizations had its own distinct orientation and target audience .
",0
1021,"We can think of it on several levels , as “ the goals that a state ’s officials seek to attain abroad , the values that give rise to those objectives , and the means or instruments used to pursue them . ”
",1
1022," An interesting thing happens if you pass light through a large number of evenly spaced parallel slits , called a diffraction grating .
",0
1023,"The outcome of not hearing these cases was that federal court decisions in four states were affirmed , which , when added to other states in the same federal circuit districts , brought the total number of states permitting same - sex marriage to thirty .
",0
1024,"Two cells , known as guard cells , surround each leaf stoma , controlling its opening and closing and thus regulating the uptake of carbon dioxide and the release of oxygen and water vapor .
",1
1025,"Although useful to explain the reactivity and chemical bonding of certain elements , the Bohr model of the atom does not accurately reflect how electrons are spatially distributed surrounding the nucleus .
",0
1026,"Greenhouse gases absorb and emit radiation and are an important factor in the greenhouse effect : the warming of Earth due to carbon dioxide and other greenhouse gases in the atmosphere . Evidence supports the relationship between atmospheric concentrations of carbon dioxide and temperature : as carbon dioxide rises , global temperature rises .
",1
1027,"Microphylls may have originated from the flattening of lateral branches , or from sporangia that lost their reproductive capabilities .
",0
1028," ( Whimsical names are common in particle physics , reflecting the personalities of modern physicists . )
",0
1029,"While these two types of crowds are similar , they are not the same .
",0
1030," In addition to the factors discussed above that can help overcome collective action problems , external events can sometimes help mobilize groups and potential members .
",0
1031,"The party - in - the - electorate are those members of the voting public who consider themselves to be part of a political party and/or who consistently prefer the candidates of one party over the other .
",1
1032," The decision - making process of a utility - maximizing household applies to what quantity of hours to work in much the same way that it applies to purchases of goods and services .
",0
1033,"It is interesting to study extreme situations , like the Great Depression of the 1930s or what many have called the Great Recession of 2008 – 2009 .
",0
1034,"The Mattachine Society often worked with the Daughters of Bilitis , a lesbian rights organization .
",1
1035,"The change in monetary policy must percolate through the banking system , changing the quantity of loans and affecting interest rates .
",0
1036,"For example , Claude Jones was executed for murder based on 1990-era DNA testing of a single hair that was determined at that time to be his ; however , with better DNA testing technology , it was later found to be that of the victim . Dave Mann , “ DNA Tests Undermine Evidence in Texas Execution : New Results Show Claude Jones was Put to Death on Flawed Evidence , ” Texas Observer , 11 November 2010 . http://www.texasobserver.org/texas-observer-exclusive-dna-tests-undermine-evidence-in-texas-execution/ ( March 4 , 2016 ) .
",0
1037,"Should WBNS in Columbus , Ohio , agree to sell Senator Marco Rubio thirty seconds of airtime for a presidential campaign commercial , the station must also sell all other candidates in that race thirty seconds of airtime at the same price .
",0
1038," Straightening a limb after flexion is an example of extension .
",1
1039,"In the following section , the president is further empowered to see that the laws are “ faithfully executed . ”
",0
1040," Atmospheric nitrogen is associated with several effects on Earth ’s ecosystems including the production of acid rain ( as nitric acid , HNO3 ) and greenhouse gas ( as nitrous oxide , N2O ) potentially causing climate change .
",0
1041,"This structure represents the legal principle of Dillon ’s Rule , named for Iowa Supreme Court justice John F. Dillon .
",0
1042," The new federal regulatory regime was dealt a legal blow early in its existence .
",0
1043," For example , in the English Channel ecosystem the primary producers account for a biomass of 4 g / m2 ( grams per meter squared ) , while the primary consumers exhibit a biomass of 21 g / m2 .
",0
1044,"The pH in the stomach is between 1.5 and 2.5 .
",0
1045," Polarity of Water MoleculesThe best example of this charge screening is the water molecule , represented as H2O H2O .
",0
1046," Social psychology examines how people affect one another , and it looks at the power of the situation .
",1
1047,"The slender arrow represents a ray of unpolarized light .
",1
1048,"The outer ear includes the pinna , which is the visible part of the ear that protrudes from our heads , the auditory canal , and the tympanic membrane , or eardrum .
",1
1049,"Conservative Whigs believed in government by a patrician class , a ruling group composed of a small number of privileged families .
",1
1050,"Examples include sugar water , insulin , and collagen ( see [ link ] ) .
",0
1051," In the modern era , laws and actions that are challenged under strict scrutiny have rarely been upheld .
",0
1052," Though social conformities still exist that encourage people to choose partners within their own class , people are not as pressured to choose marriage partners based solely on those elements .
",0
1053,"In contrast , when the writer or publication makes clear to the reader or viewer that the information offers only one side of the political debate , the political message is overt content .
",0
1054,"The executive performs functions similar to those of the state governor .
",0
1055,"Cluster B disorders include antisocial personality disorder , histrionic personality disorder , narcissistic personality disorder , and borderline personality disorder .
",1
1056," The forest itself is an ecosystem .
",0
1057,"A graph of this equation yields an S - shaped curve ( [ link ] ) , and it is a more realistic model of population growth than exponential growth .
",0
1058,"Voluntary behavior with the intent to help other people is called prosocial behavior .
",1
1059,"The supremacy clause in Article VI of the Constitution regulates relationships between the federal and state governments by declaring that the Constitution and federal law are the supreme law of the land .
",1
1060,"The elaboration likelihood model considers the variables of the attitude change approach — that is , features of the source of the persuasive message , contents of the message , and characteristics of the audience are used to determine when attitude change will occur .
",1
1061,"Therefore , only those organisms that can grow without oxygen — anaerobic organisms — were able to live .
",1
1062,"Patterns of intergenerational mobility can reflect long - term societal changes . Similarly , intragenerational mobility refers to changes in a person 's social mobility over the course of his or her lifetime .
",1
1063,"The human capital of modern workers is far higher today because the education and skills of workers have risen dramatically .
",0
1064,"For example , the Clean Air Act sets air quality regulations but instructs states to design implementation plans to achieve such standards ( [ link ] ) .
",1
1065,"A hallucination is a perceptual experience that occurs in the absence of external stimulation .
",1
1066,"For example , the shells of crabs and insects are exoskeletons ( [ link ] ) .
",0
1067,"Hominins were predominantly bipedal and include those groups that likely gave rise to our species — including Australopithecus , Homo habilis , and Homo erectus — and those non - ancestral groups that can be considered “ cousins ” of modern humans , such as Neanderthals .
",0
1068,"The simplest of all the invertebrates are the Parazoans , which include only the phylum Porifera : the sponges ( [ link ] ) .
",0
1069,"In a recession , there is usually relatively little danger of inflation taking off , and so even a central bank , with fighting inflation as its top priority , can usually justify some reduction in interest rates .
",0
1070,"This citizen - driven initiative capped the real estate tax at 1 percent of the cash value of property and stopped the practice of reassessing properties for tax purposes whenever a home in the neighborhood was sold .
",1
1071,"In cases where the base releases hydroxide ions , these ions bind to free hydrogen ions , generating new water molecules .
",0
1072," A larger budget deficit will increase demand for financial capital .
",0
1073,"The encoding of words and their meaning is known as semantic encoding .
",1
1074,"President George H. W. Bush ( right ) dines with Mikhail Gorbachev ( left ) at the Malta Summit in 1989 ( b ) .
",0
1075,"Horserace coverage can be neutral , positive , or negative , depending upon what polls or facts are covered ( [ link ] ) .
",0
1076,"Adam Liptak , “ Supreme Court Delivers Tacit Win to Gay Marriage , ” New York Times , 6 October , 2014 .
",0
1077,"A major effect from fertilizer runoff is saltwater and freshwater eutrophication , a process whereby nutrient runoff causes the excess growth of microorganisms , depleting dissolved oxygen levels and killing ecosystem fauna .
",1
1078,"In terrestrial environments , net primary productivity is estimated by measuring the aboveground biomass per unit area , which is the total mass of living plants , excluding roots .
",0
1079,"In class systems , people have the option to form exogamous marriages , unions of spouses from different social categories .
",1
1080," In some states , poorer , less literate white voters feared being disenfranchised by the literacy and understanding tests .
",0
1081,"Experimental systems usually involve either partitioning a part of a natural ecosystem that can be used for experiments , termed a mesocosm , or by re - creating an ecosystem entirely in an indoor or outdoor laboratory environment , which is referred to as a microcosm .
",1
1082," Shared and overlapping powers have become an integral part of contemporary U.S. federalism .
",0
1083," Pollen grains can travel far from their original sporophyte , spreading the plant ’s genes .
",0
1084,"Toll goods are available to many people , and many people can make use of them , but only if they can pay the price .
",1
1085,"The distance separating the two strands that make up the DNA structure is about 1 nm , while the distance separating the individual atoms within each base is about 0.3 nm .
",0
1086," Stanton and Anthony denounced the Fifteenth Amendment because it granted voting rights only to black men and not to women of any race . Keyssar , 178 .
",0
1087,"Walter Lippmann . 1922 .
",0
1088,"Citizens ’ rights are limited , and the government does not allow political criticism or opposition .
",0
1089,"This process is called gastrulation .
",0
1090,"There are several main points to the theory .
",0
1091," The spring and fall turnover is a seasonal process that recycles nutrients and oxygen from the bottom of a freshwater ecosystem to the top of a body of water ( [ link ] ) .
",1
1092," Those supporting the patronage system held that their positions were well earned ; those who condemned it argued that federal legislation was needed to ensure jobs were awarded on the basis of merit .
",0
1093,"However , with informational social influence , people conform because they believe the group is competent and has the correct information , particularly when the task or situation is ambiguous .
",1
1094,"Daniel Walker Howe . 2007 .
",0
1095," As mentioned earlier , the hippocampus is also involved in emotional processing .
",0
1096,"Tornstam believes that throughout the aging process , the elderly become less self - centered and feel more peaceful and connected to the natural world .
",0
1097,"This situation changed as a result of the Supreme Court ’s decision in Gideon v. Wainwright ( 1963 ) .
",0
1098,"The DNA transferred can be in the form of a plasmid or as a hybrid , containing both plasmid and chromosomal DNA .
",0
1099,"The marginal propensity to save ( MPS ) is the share of the additional dollar a person decides to save .
",1
1100,"Elements are unique forms of matter with specific chemical and physical properties that can not be broken down into smaller substances by ordinary chemical reactions .
",1
1101,"Demographic transition theory ( Caldwell and Caldwell 2006 ) suggests that future population growth will develop along a predictable four - stage model .
",1
1102," Indeed , these reasons are probably tied together , since people who do not believe their vote matters will not bother to become informed or care who wins .
",0
1103," However , because there are two rounds of division , the major process and the stages are designated with a “ I ” or a “ II . ”
",0
1104," Malpighian Tubules of InsectsMalpighian tubules are found lining the gut of some species of arthropods , such as the bee illustrated in [ link ] .
",0
1105," The apes are divided into two groups .
",0
1106," The branch of I - O psychology known as industrial psychology focuses on identifying and matching persons to tasks within an organization .
",1
1107," This can be observed with a microscope for any small particles in a fluid .
",0
1108,"These meetings typically occur weekly or every other week , and sessions are conducted in a confidential and caring environment ( [ link ] ) .
",0
1109,"An event that initiates an allele frequency change in an isolated part of the population , which is not typical of the original population , is called the founder effect .
",1
1110,"These include trends like transcendental meditation or a macrobiotic diet .
",0
1111,"As machines took over labor from humans and people increasingly found themselves confined to the same repetitive step , the process of deskilling began .
",0
1112,"They challenged the constitutionality of the law in National Federation of Independent Business v. Sebelius , hoping the Supreme Court would overturn it . National Federation of Independent Business v. Sebelius , 567 U.S. _ _ ( 2012 ) .
",0
1113,"You will quickly see that quantifying this diversity is fraught with challenges and limitations .
",0
1114," Her immediate successors returned to the less visible role held by her predecessors , although in the early 1960s , Jacqueline Kennedy gained attention for her efforts to refurbish the White House along historical lines , and Lady Bird Johnson in the mid- and late 1960s endorsed an effort to beautify public spaces and highways in the United States .
",0
1115,"A similar lesson applies to the study of macroeconomics .
",0
1116,"In 1972 , under the cloak of anonymity , the associate director of the Federal Bureau of Investigation , Mark Felt , became a news source for Bob Woodward and Carl Bernstein , political reporters at the Washington Post .
",0
1117,"Phototropism is a directional response that allows plants to grow towards , or even away from , light .
",1
1118,"The archosaurs include modern crocodiles and alligators , and the extinct pterosaurs ( “ winged lizard ” ) and dinosaurs ( “ terrible lizard ” ) .
",1
1119," A major problem with the Articles of Confederation had been the nation ’s inability to change them without the unanimous consent of all the states .
",0
1120,"Demand is based on needs and wants — a consumer may be able to differentiate between a need and a want , but from an economist ’s perspective they are the same thing .
",0
1121," A flashbulb memory is an exceptionally clear recollection of an important event ( [ link ] ) .
",1
1122," These include laws mandating equal pay for equal work .
",0
1123,"One common way of measuring income inequality is to rank all households by income , from lowest to highest , and then to divide all households into five groups with equal numbers of people , known as quintiles .
",1
1124,"Secondary deviance can be so strong that it bestows a master status on an individual .
",0
1125,"Cambridge : Cambridge University Press .
",0
1126," This movement of electrons from one element to another is referred to as electron transfer .
",1
1127,"Consider this example : You live in Washington , D.C. and have been invited to a wedding at 4 PM on Saturday in Philadelphia .
",0
1128,"Psychologists who take a biological perspective and focus on the physiological causes of behavior assert that psychological disorders like depression and schizophrenia are associated with imbalances in one or more neurotransmitter systems .
",0
1129," Angiosperms are classified in a single phylum : the Anthophyta .
",0
1130,"( a ) The nearsighted ( myopic ) eye converges rays from a distant object in front of the retina ; thus , they are diverging when they strike the retina , producing a blurry image .
",0
1131,"This means that even at this early stage , the developmental fate of each embryonic cell is already determined .
",1
1132," The U.S. trade representative develops and directs the country ’s international trade agenda .
",0
1133,"The testes are a pair of male reproductive organs that produce sperm and some reproductive hormones .
",1
1134,"Soon after the first amniotes appeared , they diverged into three groups — synapsids , anapsids , and diapsids — during the Permian period .
",0
1135,"It results in animals having top and bottom surfaces but no left and right sides , or front or back .
",0
1136,"Among them were antiwar protestors , hippies , and Yippies — members of the leftist , anarchistic Youth International Party organized by Jerry Rubin and Abbie Hoffman — who called for the establishment of a new nation consisting of cooperative institutions to replace those currently in existence .
",1
1137," Between signals , the neuron membrane ’s potential is held in a state of readiness , called the resting potential .
",1
1138,"This topic remains controversial because states have not always ensured equal protection .
",0
1139,"Price in this case is measured in dollars per gallon of gasoline .
",0
1140," It becomes clear from this definition that the application of the scientific method plays a major role in science .
",0
1141," It was later found that these discharges created an invisible , penetrating form of very high frequency electromagnetic radiation .
",1
1142,"Most of us have excellent relative pitch , which means that we can tell whether one sound has a different frequency from another .
",0
1143,"For example , smooth chin is a recessive trait , which means that an individual will only display the smooth chin phenotype if they are homozygous for that recessive allele ( bb ) .
",0
1144,"The law requires driver ’s licenses and state - issued identification cards ( DL / IDs ) to contain standardized anti - fraud security features , specific data , and machine - readable technology .
",1
1145," Fossilized microbial mats represent the earliest record of life on Earth .
",0
1146,"Plants like these use enzymes to convert organic food materials into simpler forms from which they can absorb nutrients ( [ link ] ) .
",0
1147,"Affirmative action , in its limited and not especially controversial form , means making an effort to reach out to a broader range of minority candidates for jobs .
",0
1148," As women approach their mid-40s to mid-50s , their ovaries begin to lose their sensitivity to FSH and LH .
",0
1149,"“ What is Proposition 13 ? ” http://www.californiataxdata.com/pdf/Prop13.pdf ( March 14 , 2016 ) .
",0
1150," State and federal challenges arose , due to the obvious appearance of a monopoly , which implied sole ownership of all enterprises composing an entire industry .
",1
1151," We can get a good understanding of electromagnetic waves ( EM ) by considering how they are produced .
",0
1152,"Foundation species often have the highest relative abundance of species .
",0
1153,"Volunteers in Service to America was a type of domestic Peace Corps intended to relieve the effects of poverty .
",0
1154,"Brittany L. Stalsburg , “ Running with Strollers : The Impact of Family Life on Political Ambition , ” Eagleton Institute of Politics , Spring 2012 , Unpublished Paper , http://www.eagleton.rutgers.edu / research / documents / Stalsburg - FamilyLife - Political - Ambition.pdf ( August 28 , 2015 ) .
",0
1155,"The nucleotides combine with each other to form a polynucleotide , DNA or RNA .
",1
1156,"Each of these investments needs to be analyzed in terms of three factors : ( 1 ) the expected rate of return it will pay ; ( 2 ) the risk that the return will be much lower or higher than expected ; and ( 3 ) the liquidity of the investment , which refers to how easily money or financial assets can be exchanged for a good or service .
",0
1157,"Prominent examples of such withdrawals were Senator John Tower for defense secretary ( George H. W. Bush ) and Zoe Baird for attorney general ( Bill Clinton ) : Senator Tower ’s indiscretions involving alcohol and womanizing led to concerns about his fitness to head the military and his rejection by the Senate , Michael Oreskes .
",0
1158," There is a variety of so - called ohmmeters that purport to measure resistance .
",0
1159," Seedless plants have historically played a role in human life through uses as tools , fuel , and medicine .
",0
1160," Polling is also at the heart of horserace coverage , in which , just like an announcer at the racetrack , the media calls out every candidate ’s move throughout the presidential campaign .
",0
1161," Examples of acoelomates include animals in the phylum Platyhelminthes , also known as flatworms .
",0
1162,"Such substances are said to be optically active .
",0
1163,"In fact , no light comes from inside the event horizon , which is defined to be at a distance from the object at which the escape velocity is exactly the speed of light .
",1
1164,"Nathaniel Philbrick .
",0
1165,"Even a single status such as “ student ” has a complex role - set , or array of roles , attached to it ( Merton 1957 ) .
",0
1166,"At the other end of the spectrum is a free trade approach , in which a country allows the unfettered flow of goods and services between itself and other countries .
",1
1167,"This phenomenon often produces the rally around the flag effect , in which presidential popularity spikes during international crises .
",1
1168,"The Elementary and Secondary Education Act ( 1965 ) , the Higher Education Act ( 1965 ) , and the Head Start preschool program ( 1965 ) were established to expand educational opportunities and equality ( [ link ] ) .
",0
1169," Other viruses induce hypoplasia , or decreased cell growth , in the leaves of plants , causing thin , yellow areas to appear .
",1
1170,"It remains to be seen whether this gradual trend toward the elimination of the death penalty by the states will continue , or whether the Supreme Court will eventually decide to follow former Justice Harry Blackmun ’s decision to “ no longer … tinker with the machinery of death ” and abolish it completely .
",0
1171,"Ultraviolet ( UV ) microscopes have been constructed with special lenses that transmit UV rays and utilize photographic or electronic techniques to record images .
",1
1172,"As the seed germinates , the primary root emerges , protected by the root - tip covering : the coleorhiza .
",1
1173," According to the DSM-5 , the individual with antisocial personality disorder ( sometimes referred to as psychopathy ) shows no regard at all for other people ’s rights or feelings .
",1
1174," NOW also declared its support for the Equal Rights Amendment ( ERA ) , which mandated equal treatment for all regardless of sex .
",1
1175," The Democratic Party emphasized personal politics , which focused on building direct relationships with voters rather than on promoting specific issues .
",0
1176,"It was discussed that the total intensity of the radiation varies as T4 , T4 , size 12 { T rSup { size 8 { 4 } } } { } the fourth power of the absolute temperature of the body , and that the peak of the spectrum shifts to shorter wavelengths at higher temperatures .
",0
1177," These concerns reached a high point in the late 1970s as the Vietnam War and the Watergate scandal prompted the public to a fever pitch of skepticism about government itself .
",0
1178," “ From Abe Fortas to Zoe Baird . ” American Political Science Review 92 , No. 4 : 871 – 882 .
",0
1179,"Both fertilization and embryo development take place inside an anatomical structure that provides a stable system of sexual reproduction largely sheltered from environmental fluctuations .
",0
1180,"A family of procreation describes one that is formed through marriage .
",1
1181," Self - efficacy is an individual ’s belief in her own capability to complete a task , which may include a previous successful completion of the exact task or a similar task .
",1
1182,"Alternative movements are focused on self - improvement and limited , specific changes to individual beliefs and behavior .
",1
